recharge_id,user_id,recharge_date,city,recharge_type,plan_type,payment_mode,recharge_amount
JIOREC005529,USER75685,2023-02-18,Bangalore,Postpaid,Data Add-on,UPI,19
JIOREC005530,USER60933,2022-10-05,Jaipur,Postpaid,Monthly,UPI,239
JIOREC005531,USER95731,2022-05-05,Chennai,Prepaid,Annual,Net Banking,2890
JIOREC005532,USER86755,2024-06-04,Pune,Prepaid,Roaming Pack,Debit Card,878
JIOREC005533,USER74503,2022-10-25,Bangalore,Postpaid,Annual,Credit Card,2994
JIOREC005534,USER20287,2024-03-16,Pune,Prepaid,Roaming Pack,UPI,549
JIOREC005535,USER54744,2024-03-06,Ahmedabad,Prepaid,Annual,UPI,3306
JIOREC005536,USER44295,2023-09-11,Mumbai,Prepaid,Quarterly,Debit Card,753
JIOREC005537,USER25574,2023-10-05,Pune,Postpaid,Quarterly,UPI,696
JIOREC005538,USER39892,2022-07-03,Hyderabad,Postpaid,Roaming Pack,UPI,796
JIOREC005539,USER38901,2023-09-25,Delhi,Prepaid,Quarterly,Credit Card,897
JIOREC005540,USER40989,2024-05-26,Hyderabad,Postpaid,Data Add-on,UPI,31
JIOREC005541,USER19422,2023-10-20,Delhi,Postpaid,Annual,UPI,3040
JIOREC005542,USER19321,2022-08-14,Ahmedabad,Prepaid,Monthly,UPI,239
JIOREC005543,USER75256,2023-02-21,Kolkata,Postpaid,Monthly,UPI,208
JIOREC005544,USER20177,2022-10-15,Ahmedabad,Prepaid,Monthly,UPI,301
JIOREC005545,USER22666,2024-04-17,Lucknow,Prepaid,Monthly,UPI,219
JIOREC005546,USER67995,2023-06-26,Pune,Prepaid,Quarterly,Retail Store,701
JIOREC005547,USER71327,2023-03-30,Lucknow,Postpaid,Data Add-on,UPI,63
JIOREC005548,USER73245,2023-06-04,Ahmedabad,Prepaid,Annual,Credit Card,3144
JIOREC005549,USER52930,2023-09-11,Hyderabad,Postpaid,Quarterly,Credit Card,891
JIOREC005550,USER44738,2022-01-16,Chennai,Prepaid,Roaming Pack,Debit Card,799
JIOREC005551,USER80198,2022-04-13,Mumbai,Postpaid,Quarterly,UPI,667
JIOREC005552,USER30571,2024-01-28,Mumbai,Prepaid,Data Add-on,Retail Store,133
JIOREC005553,USER62250,2024-05-18,Ahmedabad,Postpaid,Annual,UPI,3178
JIOREC005554,USER17306,2022-09-19,Lucknow,Postpaid,Data Add-on,Credit Card,28
JIOREC005555,USER30880,2023-07-29,Pune,Prepaid,Annual,Wallet,3159
JIOREC005556,USER81455,2023-01-23,Ahmedabad,Prepaid,Quarterly,Debit Card,891
JIOREC005557,USER16735,2023-06-28,Chennai,Prepaid,Quarterly,Retail Store,697
JIOREC005558,USER65834,2023-04-24,Mumbai,Postpaid,Data Add-on,Debit Card,30
JIOREC005559,USER57113,2022-08-27,Kolkata,Prepaid,Annual,Debit Card,2557
JIOREC005560,USER81105,2022-10-28,Mumbai,Prepaid,Roaming Pack,UPI,801
JIOREC005561,USER60000,2024-01-27,Mumbai,Postpaid,Annual,UPI,3301
JIOREC005562,USER11940,2023-05-03,Delhi,Prepaid,Data Add-on,UPI,30
JIOREC005563,USER89792,2023-11-10,Hyderabad,Postpaid,Quarterly,Net Banking,704
JIOREC005564,USER95244,2024-01-09,Chennai,Prepaid,Monthly,Credit Card,438
JIOREC005565,USER40253,2023-04-28,Kolkata,Postpaid,Monthly,Retail Store,503
JIOREC005566,USER93794,2023-11-04,Ahmedabad,Prepaid,Annual,Wallet,2661
JIOREC005567,USER22940,2022-06-30,Bangalore,Prepaid,Quarterly,UPI,720
JIOREC005568,USER53717,2023-01-15,Ahmedabad,Prepaid,Roaming Pack,UPI,838
JIOREC005569,USER18328,2022-01-31,Bangalore,Postpaid,Roaming Pack,UPI,499
JIOREC005570,USER62115,2023-01-27,Pune,Prepaid,Quarterly,Debit Card,699
JIOREC005571,USER97065,2022-08-12,Delhi,Prepaid,Data Add-on,UPI,29
JIOREC005572,USER64748,2023-05-03,Pune,Postpaid,Monthly,Debit Card,209
JIOREC005573,USER57466,2024-01-24,Lucknow,Postpaid,Monthly,Credit Card,329
JIOREC005574,USER48605,2023-07-08,Delhi,Postpaid,Roaming Pack,Debit Card,839
JIOREC005575,USER49627,2022-07-14,Ahmedabad,Prepaid,Quarterly,Credit Card,846
JIOREC005576,USER40401,2024-01-04,Delhi,Prepaid,Monthly,Credit Card,218
JIOREC005577,USER19096,2022-07-26,Mumbai,Postpaid,Quarterly,Debit Card,665
JIOREC005578,USER27458,2022-11-18,Hyderabad,Prepaid,Monthly,Wallet,400
JIOREC005579,USER27428,2022-07-07,Jaipur,Postpaid,Quarterly,UPI,844
JIOREC005580,USER62595,2022-09-19,Pune,Prepaid,Quarterly,Credit Card,849
JIOREC005581,USER27765,2024-01-24,Delhi,Postpaid,Monthly,UPI,329
JIOREC005582,USER42905,2022-09-01,Kolkata,Prepaid,Quarterly,Wallet,670
JIOREC005583,USER41966,2023-06-27,Hyderabad,Prepaid,Data Add-on,Credit Card,30
JIOREC005584,USER41045,2023-11-03,Ahmedabad,Prepaid,Quarterly,Wallet,699
JIOREC005585,USER90297,2024-01-13,Ahmedabad,Prepaid,Data Add-on,Net Banking,20
JIOREC005586,USER37406,2022-11-01,Delhi,Postpaid,Monthly,UPI,200
JIOREC005587,USER20640,2022-09-23,Delhi,Postpaid,Roaming Pack,UPI,500
JIOREC005588,USER20865,2024-04-06,Kolkata,Prepaid,Roaming Pack,Retail Store,548
JIOREC005589,USER81328,2024-04-13,Kolkata,Prepaid,Roaming Pack,UPI,548
JIOREC005590,USER22445,2022-12-18,Delhi,Postpaid,Quarterly,Wallet,666
JIOREC005591,USER51533,2023-01-04,Mumbai,Prepaid,Monthly,UPI,208
JIOREC005592,USER45237,2023-08-26,Bangalore,Postpaid,Quarterly,Net Banking,698
JIOREC005593,USER11963,2024-01-23,Hyderabad,Postpaid,Annual,UPI,3298
JIOREC005594,USER59669,2023-04-07,Ahmedabad,Postpaid,Roaming Pack,Debit Card,840
JIOREC005595,USER95712,2022-07-03,Pune,Postpaid,Monthly,Net Banking,397
JIOREC005596,USER72177,2023-01-20,Mumbai,Prepaid,Data Add-on,Credit Card,126
JIOREC005597,USER33754,2022-03-14,Lucknow,Postpaid,Annual,Retail Store,2998
JIOREC005598,USER18341,2022-05-18,Bangalore,Postpaid,Data Add-on,UPI,60
JIOREC005599,USER83600,2022-09-12,Mumbai,Prepaid,Annual,Retail Store,2984
JIOREC005600,USER96666,2023-11-21,Jaipur,Postpaid,Roaming Pack,UPI,627
JIOREC005601,USER95659,2022-08-05,Lucknow,Postpaid,Annual,Retail Store,2982
JIOREC005602,USER94547,2024-03-12,Bangalore,Prepaid,Quarterly,Net Banking,733
JIOREC005603,USER29645,2024-02-09,Jaipur,Postpaid,Annual,UPI,3294
JIOREC005604,USER74645,2022-07-22,Hyderabad,Prepaid,Monthly,UPI,399
JIOREC005605,USER23846,2022-12-26,Hyderabad,Prepaid,Quarterly,UPI,719
JIOREC005606,USER50333,2024-02-17,Lucknow,Prepaid,Roaming Pack,Credit Card,548
JIOREC005607,USER40619,2023-03-29,Kolkata,Postpaid,Annual,Debit Card,2672
JIOREC005608,USER21620,2023-03-22,Kolkata,Postpaid,Roaming Pack,UPI,524
JIOREC005609,USER27456,2022-01-21,Kolkata,Postpaid,Monthly,Credit Card,298
JIOREC005610,USER90262,2023-02-18,Kolkata,Prepaid,Annual,Credit Card,3025
JIOREC005611,USER90613,2023-06-14,Kolkata,Postpaid,Annual,Net Banking,2661
JIOREC005612,USER41116,2023-07-26,Kolkata,Postpaid,Monthly,UPI,252
JIOREC005613,USER56665,2022-01-09,Ahmedabad,Postpaid,Annual,Debit Card,2997
JIOREC005614,USER58927,2023-09-29,Ahmedabad,Prepaid,Monthly,UPI,417
JIOREC005615,USER76975,2022-09-28,Jaipur,Prepaid,Annual,UPI,2986
JIOREC005616,USER17998,2022-06-28,Jaipur,Prepaid,Quarterly,Wallet,668
JIOREC005617,USER93207,2024-01-14,Ahmedabad,Postpaid,Annual,Wallet,2801
JIOREC005618,USER29787,2023-03-24,Hyderabad,Prepaid,Roaming Pack,Retail Store,630
JIOREC005619,USER97198,2024-02-29,Chennai,Postpaid,Data Add-on,Net Banking,31
JIOREC005620,USER52637,2023-08-16,Delhi,Prepaid,Roaming Pack,UPI,522
JIOREC005621,USER63939,2023-04-02,Lucknow,Prepaid,Quarterly,UPI,756
JIOREC005622,USER22789,2024-02-25,Bangalore,Postpaid,Annual,Wallet,3171
JIOREC005623,USER74300,2022-03-30,Pune,Postpaid,Quarterly,UPI,720
JIOREC005624,USER69088,2023-06-24,Bangalore,Prepaid,Roaming Pack,Net Banking,627
JIOREC005625,USER62903,2024-02-14,Delhi,Postpaid,Roaming Pack,Credit Card,659
JIOREC005626,USER15957,2024-01-18,Mumbai,Prepaid,Roaming Pack,UPI,549
JIOREC005627,USER99065,2022-10-02,Ahmedabad,Postpaid,Annual,Credit Card,3015
JIOREC005628,USER69450,2023-06-14,Kolkata,Postpaid,Quarterly,Net Banking,752
JIOREC005629,USER73929,2022-10-03,Hyderabad,Prepaid,Quarterly,Credit Card,669
JIOREC005630,USER77043,2022-02-15,Hyderabad,Postpaid,Data Add-on,UPI,28
JIOREC005631,USER66367,2022-10-03,Kolkata,Postpaid,Annual,UPI,2871
JIOREC005632,USER93222,2022-06-27,Jaipur,Prepaid,Annual,Wallet,2884
JIOREC005633,USER22003,2022-11-21,Mumbai,Postpaid,Data Add-on,Debit Card,29
JIOREC005634,USER16511,2023-05-18,Kolkata,Postpaid,Roaming Pack,Credit Card,836
JIOREC005635,USER77853,2023-04-06,Chennai,Prepaid,Monthly,Net Banking,251
JIOREC005636,USER60491,2023-08-03,Lucknow,Postpaid,Annual,UPI,2658
JIOREC005637,USER36946,2024-01-03,Chennai,Prepaid,Monthly,UPI,438
JIOREC005638,USER30135,2023-02-15,Hyderabad,Prepaid,Monthly,Net Banking,314
JIOREC005639,USER13126,2024-01-05,Ahmedabad,Postpaid,Data Add-on,UPI,67
JIOREC005640,USER40604,2024-05-05,Delhi,Postpaid,Monthly,UPI,437
JIOREC005641,USER52756,2023-10-02,Hyderabad,Postpaid,Quarterly,Credit Card,703
JIOREC005642,USER24558,2023-07-13,Ahmedabad,Prepaid,Quarterly,Wallet,699
JIOREC005643,USER97200,2024-05-23,Kolkata,Prepaid,Monthly,UPI,218
JIOREC005644,USER75247,2023-03-29,Mumbai,Prepaid,Quarterly,UPI,753
JIOREC005645,USER90382,2023-05-31,Pune,Postpaid,Roaming Pack,UPI,627
JIOREC005646,USER97620,2023-12-21,Bangalore,Prepaid,Data Add-on,Debit Card,127
JIOREC005647,USER85265,2023-01-30,Delhi,Postpaid,Roaming Pack,Credit Card,838
JIOREC005648,USER16960,2023-05-31,Delhi,Prepaid,Data Add-on,Wallet,30
JIOREC005649,USER77948,2023-01-15,Bangalore,Postpaid,Annual,Wallet,3023
JIOREC005650,USER37781,2024-06-10,Lucknow,Postpaid,Roaming Pack,UPI,882
JIOREC005651,USER21410,2022-06-10,Lucknow,Prepaid,Annual,UPI,2888
JIOREC005652,USER77448,2022-11-02,Lucknow,Prepaid,Data Add-on,UPI,19
JIOREC005653,USER72944,2024-02-05,Pune,Postpaid,Roaming Pack,UPI,878
JIOREC005654,USER14307,2023-04-09,Chennai,Postpaid,Annual,Debit Card,2672
JIOREC005655,USER88239,2023-12-01,Mumbai,Prepaid,Monthly,UPI,208
JIOREC005656,USER77365,2022-05-15,Delhi,Postpaid,Quarterly,Debit Card,665
JIOREC005657,USER82681,2024-06-21,Bangalore,Prepaid,Annual,Wallet,2810
JIOREC005658,USER94886,2023-05-01,Mumbai,Prepaid,Annual,Credit Card,3033
JIOREC005659,USER45008,2023-10-03,Delhi,Postpaid,Quarterly,UPI,700
JIOREC005660,USER69173,2022-03-04,Jaipur,Prepaid,Quarterly,Net Banking,850
JIOREC005661,USER78717,2022-05-04,Mumbai,Prepaid,Monthly,UPI,238
JIOREC005662,USER82815,2022-05-30,Delhi,Prepaid,Data Add-on,Wallet,18
JIOREC005663,USER33938,2022-10-16,Kolkata,Prepaid,Roaming Pack,Debit Card,503
JIOREC005664,USER40107,2022-08-13,Hyderabad,Prepaid,Data Add-on,Credit Card,28
JIOREC005665,USER96250,2023-06-12,Ahmedabad,Postpaid,Quarterly,UPI,894
JIOREC005666,USER92058,2022-07-14,Chennai,Prepaid,Annual,UPI,2876
JIOREC005667,USER56530,2022-06-24,Ahmedabad,Postpaid,Monthly,Credit Card,199
JIOREC005668,USER82481,2023-01-18,Kolkata,Prepaid,Roaming Pack,Debit Card,524
JIOREC005669,USER41069,2023-11-02,Kolkata,Postpaid,Data Add-on,Debit Card,19
JIOREC005670,USER20237,2023-12-04,Pune,Postpaid,Roaming Pack,Debit Card,523
JIOREC005671,USER70533,2022-12-23,Bangalore,Postpaid,Data Add-on,UPI,121
JIOREC005672,USER37036,2024-04-11,Delhi,Prepaid,Monthly,Credit Card,329
JIOREC005673,USER55371,2024-04-05,Chennai,Prepaid,Annual,UPI,3297
JIOREC005674,USER10950,2022-09-05,Lucknow,Postpaid,Quarterly,UPI,713
JIOREC005675,USER81654,2022-06-20,Lucknow,Postpaid,Annual,UPI,2886
JIOREC005676,USER58093,2022-05-21,Delhi,Postpaid,Monthly,Debit Card,239
JIOREC005677,USER42955,2023-08-14,Chennai,Prepaid,Annual,Net Banking,3030
JIOREC005678,USER82158,2022-07-03,Delhi,Postpaid,Roaming Pack,Retail Store,497
JIOREC005679,USER80842,2022-06-16,Kolkata,Prepaid,Monthly,Debit Card,298
JIOREC005680,USER50316,2023-08-25,Jaipur,Postpaid,Monthly,UPI,252
JIOREC005681,USER51943,2022-09-17,Kolkata,Prepaid,Annual,Debit Card,2985
JIOREC005682,USER43454,2023-12-14,Ahmedabad,Prepaid,Quarterly,Credit Card,754
JIOREC005683,USER23285,2022-03-17,Bangalore,Prepaid,Annual,Credit Card,2880
JIOREC005684,USER24714,2023-12-12,Ahmedabad,Postpaid,Quarterly,Credit Card,699
JIOREC005685,USER12516,2023-08-25,Ahmedabad,Prepaid,Quarterly,Debit Card,696
JIOREC005686,USER85911,2023-01-17,Bangalore,Prepaid,Quarterly,Credit Card,699
JIOREC005687,USER59530,2022-05-30,Chennai,Prepaid,Monthly,Retail Store,298
JIOREC005688,USER61191,2023-02-27,Kolkata,Prepaid,Data Add-on,UPI,30
JIOREC005689,USER95097,2023-01-01,Hyderabad,Postpaid,Annual,UPI,2670
JIOREC005690,USER32249,2023-02-21,Chennai,Postpaid,Monthly,Wallet,419
JIOREC005691,USER70110,2022-09-24,Mumbai,Prepaid,Monthly,Debit Card,238
JIOREC005692,USER20653,2024-01-06,Ahmedabad,Postpaid,Monthly,UPI,262
JIOREC005693,USER58477,2024-03-01,Mumbai,Prepaid,Data Add-on,UPI,67
JIOREC005694,USER42640,2023-09-18,Bangalore,Postpaid,Data Add-on,Credit Card,63
JIOREC005695,USER59624,2022-08-08,Ahmedabad,Prepaid,Annual,UPI,2553
JIOREC005696,USER23516,2023-12-02,Lucknow,Prepaid,Annual,UPI,3022
JIOREC005697,USER55944,2022-04-08,Kolkata,Prepaid,Monthly,UPI,199
JIOREC005698,USER30420,2022-01-31,Jaipur,Prepaid,Data Add-on,UPI,28
JIOREC005699,USER74548,2022-09-11,Kolkata,Postpaid,Quarterly,UPI,715
JIOREC005700,USER51091,2024-06-16,Delhi,Prepaid,Data Add-on,Credit Card,67
JIOREC005701,USER15314,2022-09-20,Jaipur,Prepaid,Roaming Pack,UPI,796
JIOREC005702,USER12910,2022-08-13,Kolkata,Postpaid,Annual,Credit Card,2538
JIOREC005703,USER16458,2022-02-12,Hyderabad,Prepaid,Quarterly,UPI,719
JIOREC005704,USER78608,2024-01-06,Jaipur,Prepaid,Roaming Pack,Debit Card,548
JIOREC005705,USER16697,2023-10-10,Bangalore,Prepaid,Monthly,Wallet,209
JIOREC005706,USER53083,2023-10-04,Bangalore,Postpaid,Roaming Pack,UPI,625
JIOREC005707,USER28241,2022-04-27,Mumbai,Prepaid,Data Add-on,UPI,120
JIOREC005708,USER58147,2024-02-22,Kolkata,Postpaid,Monthly,UPI,263
JIOREC005709,USER12643,2024-05-28,Lucknow,Prepaid,Data Add-on,Debit Card,20
JIOREC005710,USER45881,2024-01-29,Hyderabad,Prepaid,Data Add-on,Debit Card,20
JIOREC005711,USER24489,2024-03-22,Jaipur,Prepaid,Roaming Pack,UPI,877
JIOREC005712,USER60011,2022-03-07,Mumbai,Prepaid,Monthly,Debit Card,198
JIOREC005713,USER94480,2023-05-16,Chennai,Prepaid,Monthly,UPI,251
JIOREC005714,USER38013,2024-06-02,Delhi,Postpaid,Quarterly,Wallet,732
JIOREC005715,USER73971,2023-09-06,Bangalore,Prepaid,Monthly,Debit Card,312
JIOREC005716,USER39944,2022-12-10,Lucknow,Prepaid,Roaming Pack,Wallet,799
JIOREC005717,USER77614,2022-09-12,Delhi,Prepaid,Data Add-on,UPI,28
JIOREC005718,USER49460,2023-04-01,Ahmedabad,Prepaid,Annual,Credit Card,3148
JIOREC005719,USER28901,2023-01-10,Hyderabad,Postpaid,Quarterly,UPI,891
JIOREC005720,USER59151,2023-07-05,Mumbai,Postpaid,Data Add-on,Retail Store,30
JIOREC005721,USER12787,2022-11-10,Ahmedabad,Postpaid,Quarterly,UPI,718
JIOREC005722,USER16821,2022-02-01,Hyderabad,Prepaid,Annual,UPI,2994
JIOREC005723,USER81018,2024-01-08,Ahmedabad,Postpaid,Quarterly,Retail Store,791
JIOREC005724,USER27683,2022-09-04,Kolkata,Postpaid,Quarterly,UPI,721
JIOREC005725,USER57926,2023-01-09,Delhi,Prepaid,Annual,UPI,3024
JIOREC005726,USER40460,2023-08-31,Lucknow,Postpaid,Annual,UPI,3012
JIOREC005727,USER84896,2022-12-01,Ahmedabad,Postpaid,Monthly,Credit Card,199
JIOREC005728,USER34472,2022-02-22,Kolkata,Prepaid,Annual,Credit Card,3000
JIOREC005729,USER48842,2024-03-09,Bangalore,Prepaid,Data Add-on,Credit Card,67
JIOREC005730,USER65545,2023-09-14,Lucknow,Prepaid,Quarterly,Credit Card,887
JIOREC005731,USER72351,2022-08-28,Kolkata,Postpaid,Roaming Pack,Credit Card,500
JIOREC005732,USER70978,2023-04-22,Ahmedabad,Postpaid,Roaming Pack,Credit Card,627
JIOREC005733,USER82877,2023-09-05,Pune,Postpaid,Roaming Pack,Retail Store,625
JIOREC005734,USER79311,2022-06-28,Hyderabad,Postpaid,Monthly,Retail Store,198
JIOREC005735,USER34154,2022-11-21,Chennai,Postpaid,Roaming Pack,UPI,600
JIOREC005736,USER90753,2024-01-02,Hyderabad,Postpaid,Annual,Credit Card,3167
JIOREC005737,USER60089,2022-12-08,Hyderabad,Prepaid,Data Add-on,Credit Card,29
JIOREC005738,USER78456,2024-01-17,Mumbai,Prepaid,Monthly,UPI,262
JIOREC005739,USER16624,2022-03-29,Pune,Postpaid,Annual,Net Banking,2539
JIOREC005740,USER64211,2023-06-29,Chennai,Prepaid,Roaming Pack,UPI,525
JIOREC005741,USER12908,2022-01-01,Mumbai,Postpaid,Data Add-on,Wallet,121
JIOREC005742,USER21602,2022-05-16,Ahmedabad,Prepaid,Roaming Pack,Debit Card,498
JIOREC005743,USER16462,2022-06-15,Chennai,Postpaid,Quarterly,Net Banking,852
JIOREC005744,USER34786,2023-10-22,Kolkata,Prepaid,Quarterly,Credit Card,884
JIOREC005745,USER36314,2022-07-31,Delhi,Postpaid,Data Add-on,UPI,19
JIOREC005746,USER18992,2022-09-07,Jaipur,Prepaid,Data Add-on,UPI,120
JIOREC005747,USER94911,2024-02-03,Bangalore,Postpaid,Annual,Wallet,3165
JIOREC005748,USER52368,2023-03-19,Jaipur,Prepaid,Data Add-on,Wallet,30
JIOREC005749,USER34178,2022-01-08,Hyderabad,Postpaid,Monthly,Credit Card,239
JIOREC005750,USER15715,2022-11-05,Pune,Postpaid,Quarterly,Net Banking,664
JIOREC005751,USER38953,2024-05-21,Lucknow,Postpaid,Annual,Debit Card,3177
JIOREC005752,USER35461,2023-05-14,Jaipur,Prepaid,Data Add-on,UPI,64
JIOREC005753,USER76014,2023-12-19,Bangalore,Postpaid,Monthly,Wallet,208
JIOREC005754,USER90321,2023-10-01,Delhi,Prepaid,Monthly,UPI,499
JIOREC005755,USER65536,2022-07-04,Ahmedabad,Postpaid,Roaming Pack,Debit Card,497
JIOREC005756,USER23900,2023-10-23,Delhi,Prepaid,Annual,UPI,3135
JIOREC005757,USER92688,2024-01-05,Kolkata,Prepaid,Data Add-on,UPI,67
JIOREC005758,USER34652,2023-01-13,Jaipur,Postpaid,Data Add-on,Credit Card,127
JIOREC005759,USER89601,2022-11-16,Chennai,Postpaid,Quarterly,UPI,721
JIOREC005760,USER22054,2024-02-16,Lucknow,Postpaid,Roaming Pack,Debit Card,878
JIOREC005761,USER51164,2022-01-12,Kolkata,Prepaid,Monthly,UPI,398
JIOREC005762,USER76613,2022-10-06,Delhi,Prepaid,Quarterly,Credit Card,666
JIOREC005763,USER71837,2023-05-29,Bangalore,Prepaid,Annual,Credit Card,2675
JIOREC005764,USER74369,2022-11-18,Mumbai,Prepaid,Data Add-on,UPI,60
JIOREC005765,USER18596,2022-06-29,Hyderabad,Prepaid,Roaming Pack,Debit Card,800
JIOREC005766,USER96444,2024-04-28,Mumbai,Postpaid,Annual,Credit Card,3171
JIOREC005767,USER37097,2024-04-01,Ahmedabad,Prepaid,Data Add-on,Debit Card,31
JIOREC005768,USER35211,2022-04-08,Kolkata,Postpaid,Roaming Pack,Debit Card,498
JIOREC005769,USER80998,2022-01-01,Ahmedabad,Postpaid,Monthly,UPI,398
JIOREC005770,USER72035,2023-01-27,Mumbai,Postpaid,Quarterly,Credit Card,891
JIOREC005771,USER32994,2022-03-27,Jaipur,Prepaid,Data Add-on,Retail Store,28
JIOREC005772,USER83058,2023-01-01,Ahmedabad,Postpaid,Annual,Credit Card,2672
JIOREC005773,USER57123,2022-09-14,Chennai,Postpaid,Monthly,Debit Card,197
JIOREC005774,USER38279,2024-06-12,Ahmedabad,Postpaid,Roaming Pack,UPI,551
JIOREC005775,USER64056,2022-09-13,Pune,Prepaid,Roaming Pack,UPI,602
JIOREC005776,USER66975,2022-02-02,Bangalore,Prepaid,Monthly,Debit Card,299
JIOREC005777,USER72282,2023-02-25,Jaipur,Prepaid,Monthly,Credit Card,314
JIOREC005778,USER81474,2022-05-19,Delhi,Prepaid,Roaming Pack,UPI,796
JIOREC005779,USER29279,2022-01-16,Delhi,Postpaid,Monthly,UPI,479
JIOREC005780,USER30389,2022-09-16,Hyderabad,Postpaid,Quarterly,Credit Card,846
JIOREC005781,USER20245,2022-03-17,Lucknow,Postpaid,Monthly,Wallet,479
JIOREC005782,USER55800,2022-12-11,Pune,Prepaid,Quarterly,Credit Card,666
JIOREC005783,USER89820,2023-05-29,Lucknow,Prepaid,Roaming Pack,Credit Card,626
JIOREC005784,USER77616,2023-08-07,Jaipur,Postpaid,Annual,Wallet,3148
JIOREC005785,USER44379,2023-10-06,Kolkata,Postpaid,Monthly,Debit Card,250
JIOREC005786,USER30622,2022-12-11,Kolkata,Postpaid,Quarterly,UPI,849
JIOREC005787,USER23078,2024-04-16,Delhi,Postpaid,Roaming Pack,Debit Card,660
JIOREC005788,USER90141,2022-04-07,Hyderabad,Postpaid,Quarterly,Retail Store,848
JIOREC005789,USER19609,2023-10-29,Pune,Postpaid,Quarterly,Credit Card,888
JIOREC005790,USER88929,2023-01-14,Pune,Prepaid,Data Add-on,Net Banking,19
JIOREC005791,USER32139,2023-06-17,Kolkata,Prepaid,Monthly,Debit Card,501
JIOREC005792,USER76014,2023-08-07,Ahmedabad,Prepaid,Annual,Retail Store,2662
JIOREC005793,USER24614,2023-02-17,Kolkata,Postpaid,Data Add-on,UPI,30
JIOREC005794,USER72808,2023-03-30,Pune,Prepaid,Monthly,UPI,418
JIOREC005795,USER67415,2023-01-13,Chennai,Postpaid,Quarterly,UPI,754
JIOREC005796,USER75007,2023-05-30,Hyderabad,Postpaid,Quarterly,Net Banking,697
JIOREC005797,USER88506,2022-06-18,Ahmedabad,Prepaid,Roaming Pack,Debit Card,796
JIOREC005798,USER89355,2024-04-04,Ahmedabad,Postpaid,Data Add-on,Retail Store,67
JIOREC005799,USER51696,2024-04-25,Delhi,Postpaid,Quarterly,UPI,792
JIOREC005800,USER98451,2022-02-15,Lucknow,Prepaid,Monthly,Wallet,479
JIOREC005801,USER47218,2023-08-13,Mumbai,Prepaid,Quarterly,Wallet,754
JIOREC005802,USER30188,2023-05-01,Pune,Postpaid,Quarterly,UPI,756
JIOREC005803,USER38398,2023-06-26,Bangalore,Postpaid,Data Add-on,Net Banking,19
JIOREC005804,USER11608,2024-03-30,Delhi,Prepaid,Quarterly,UPI,934
JIOREC005805,USER58943,2022-07-11,Bangalore,Prepaid,Monthly,UPI,399
JIOREC005806,USER52975,2023-12-18,Jaipur,Prepaid,Annual,Debit Card,3022
JIOREC005807,USER15973,2024-01-01,Lucknow,Prepaid,Monthly,Wallet,328
JIOREC005808,USER55092,2023-11-28,Bangalore,Prepaid,Roaming Pack,Credit Card,834
JIOREC005809,USER33767,2022-01-23,Mumbai,Postpaid,Quarterly,UPI,848
JIOREC005810,USER10844,2023-08-28,Chennai,Prepaid,Data Add-on,UPI,30
JIOREC005811,USER76012,2022-12-01,Jaipur,Postpaid,Data Add-on,Credit Card,29
JIOREC005812,USER11096,2023-02-16,Hyderabad,Postpaid,Roaming Pack,Wallet,628
JIOREC005813,USER26304,2022-07-11,Jaipur,Prepaid,Roaming Pack,Debit Card,796
JIOREC005814,USER62601,2022-12-13,Kolkata,Postpaid,Roaming Pack,UPI,499
JIOREC005815,USER20350,2023-01-01,Bangalore,Postpaid,Annual,UPI,3149
JIOREC005816,USER34428,2023-10-24,Kolkata,Prepaid,Quarterly,UPI,696
JIOREC005817,USER27847,2024-05-10,Kolkata,Prepaid,Quarterly,UPI,789
JIOREC005818,USER63821,2024-06-01,Pune,Postpaid,Monthly,Debit Card,329
JIOREC005819,USER79420,2023-07-16,Lucknow,Prepaid,Data Add-on,Net Banking,63
JIOREC005820,USER71060,2024-02-14,Delhi,Postpaid,Data Add-on,Debit Card,20
JIOREC005821,USER73421,2022-04-11,Hyderabad,Prepaid,Roaming Pack,UPI,797
JIOREC005822,USER97472,2022-02-05,Jaipur,Postpaid,Roaming Pack,Wallet,799
JIOREC005823,USER56075,2023-12-15,Hyderabad,Postpaid,Roaming Pack,UPI,628
JIOREC005824,USER96063,2022-04-16,Jaipur,Postpaid,Quarterly,Credit Card,720
JIOREC005825,USER28940,2022-09-20,Ahmedabad,Prepaid,Quarterly,Credit Card,852
JIOREC005826,USER73879,2022-07-03,Kolkata,Prepaid,Annual,UPI,2537
JIOREC005827,USER46997,2022-11-12,Mumbai,Postpaid,Annual,Debit Card,3002
JIOREC005828,USER85767,2023-01-18,Kolkata,Prepaid,Annual,Wallet,3025
JIOREC005829,USER68446,2022-11-22,Pune,Prepaid,Monthly,Debit Card,237
JIOREC005830,USER46916,2024-05-03,Hyderabad,Prepaid,Quarterly,Debit Card,733
JIOREC005831,USER74601,2023-08-09,Delhi,Prepaid,Roaming Pack,UPI,523
